Uttar Pradesh,Mainpuri,Mainpuri,Bottle gourd,Bottle Gourd,FAQ,06/02/2024,1500,1700,1600
Uttar Pradesh,Mainpuri,Mainpuri,Carrot,Carrot,FAQ,06/02/2024,740,930,845
Uttar Pradesh,Mainpuri,Mainpuri,Cauliflower,Cauliflower,FAQ,06/02/2024,1100,1280,1190
Uttar Pradesh,Mainpuri,Mainpuri,Field Pea,Field Pea,FAQ,06/02/2024,2080,2270,2185
Uttar Pradesh,Mainpuri,Mainpuri,Raddish,Raddish,FAQ,06/02/2024,500,700,625
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Cauliflower,Cauliflower,FAQ,06/02/2024,800,1000,900
Uttar Pradesh,Mirzapur,Mirzapur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,06/02/2024,9750,9875,9815
Uttar Pradesh,Mirzapur,Mirzapur,Lentil (Masur)(Whole),Masoor Gola,FAQ,06/02/2024,6625,6845,6685
Uttar Pradesh,Mirzapur,Mirzapur,Raddish,Raddish,FAQ,06/02/2024,800,900,850
Uttar Pradesh,Mirzapur,Mirzapur,Wheat,Dara,FAQ,06/02/2024,2475,2600,2530
Uttar Pradesh,Muzaffarnagar,Kairana,Carrot,Carrot,FAQ,06/02/2024,700,800,750
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Lemon,Lemon,FAQ,06/02/2024,4000,4125,4050
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Mousambi(Sweet Lime),Mousambi,Medium,06/02/2024,3150,3350,3250
Uttar Pradesh,Muzaffarnagar,Muzzafarnagar,Spinach,Spinach,FAQ,06/02/2024,1670,1785,1725
Uttar Pradesh,Pillibhit,Pilibhit,Ginger(Green),Green Ginger,FAQ,06/02/2024,7250,7340,7295
Uttar Pradesh,Pillibhit,Pilibhit,Gur(Jaggery),Yellow,FAQ,06/02/2024,3300,3400,3350
Uttar Pradesh,Pillibhit,Pilibhit,Mousambi(Sweet Lime),Mousambi,Medium,06/02/2024,3340,3420,3380
Uttar Pradesh,Pillibhit,Pilibhit,Mustard Oil,Mustard Oil,FAQ,06/02/2024,13450,13550,13500
Uttar Pradesh,Pillibhit,Pilibhit,Raddish,Raddish,FAQ,06/02/2024,560,660,615
Uttar Pradesh,Pillibhit,Puranpur,Apple,Delicious,Medium,06/02/2024,7050,7140,7090
Uttar Pradesh,Pillibhit,Puranpur,Green Chilli,Green Chilly,FAQ,06/02/2024,1510,1600,1560
Uttar Pradesh,Pillibhit,Puranpur,Mousambi(Sweet Lime),Mousambi,Medium,06/02/2024,3320,3420,3375
Uttar Pradesh,Pillibhit,Puranpur,Pumpkin,Pumpkin,FAQ,06/02/2024,1300,1380,1345
Uttar Pradesh,Pillibhit,Vishalpur,Green Chilli,Green Chilly,FAQ,06/02/2024,1530,1600,1570
Uttar Pradesh,Pillibhit,Vishalpur,Potato,Desi,FAQ,06/02/2024,600,625,612
Uttar Pradesh,Raebarelli,Lalganj,Cauliflower,Cauliflower,FAQ,06/02/2024,1350,1450,1400
Uttar Pradesh,Raebarelli,Lalganj,Ginger(Green),Green Ginger,FAQ,06/02/2024,7400,7500,7450
Uttar Pradesh,Raebarelli,Raibareilly,Banana,Banana - Ripe,Medium,06/02/2024,1875,1950,1900
Uttar Pradesh,Raebarelli,Raibareilly,Cauliflower,Cauliflower,FAQ,06/02/2024,1360,1400,1380
Uttar Pradesh,Raebarelli,Raibareilly,Grapes,Green,Medium,06/02/2024,5380,5425,5400
Uttar Pradesh,Raebarelli,Raibareilly,Potato,Desi,FAQ,06/02/2024,700,780,740
Uttar Pradesh,Raebarelli,Raibareilly,Raddish,Raddish,FAQ,06/02/2024,900,975,950
Uttar Pradesh,Raebarelli,Raibareilly,Wheat,Dara,FAQ,06/02/2024,2435,2460,2450
Uttar Pradesh,Rampur,Rampur,Apple,Delicious,Medium,06/02/2024,6870,6950,6900
Uttar Pradesh,Rampur,Rampur,Banana,Desi(Bontha),Medium,06/02/2024,2670,2745,2700
Uttar Pradesh,Rampur,Rampur,Bottle gourd,Bottle Gourd,FAQ,06/02/2024,1770,1840,1800
Uttar Pradesh,Rampur,Rampur,Gur(Jaggery),Red,FAQ,06/02/2024,3570,3645,3600
Uttar Pradesh,Rampur,Rampur,Papaya,Papaya,Medium,06/02/2024,1470,1540,1500
Uttar Pradesh,Rampur,Tanda(Rampur),Onion,Other,FAQ,06/02/2024,800,840,820
Uttar Pradesh,Rampur,Tanda(Rampur),Pumpkin,Other,FAQ,06/02/2024,800,840,820
Uttar Pradesh,Saharanpur,Chutmalpur,Carrot,Carrot,FAQ,06/02/2024,700,900,800
Uttar Pradesh,Saharanpur,Chutmalpur,Cauliflower,Cauliflower,FAQ,06/02/2024,900,1100,1000
Uttar Pradesh,Saharanpur,Chutmalpur,Field Pea,Field Pea,FAQ,06/02/2024,1500,1700,1600
Uttar Pradesh,Saharanpur,Chutmalpur,Lemon,Lemon,FAQ,06/02/2024,4300,4500,4400
Uttar Pradesh,Saharanpur,Gangoh,Potato,Desi,FAQ,06/02/2024,560,650,590
Uttar Pradesh,Sant Kabir Nagar,Khalilabad,Bottle gourd,Bottle Gourd,FAQ,06/02/2024,900,1100,1000
Uttar Pradesh,Sant Kabir Nagar,Khalilabad,Green Chilli,Green Chilly,FAQ,06/02/2024,1900,2100,2000
Uttar Pradesh,Sant Kabir Nagar,Khalilabad,Potato,Desi,FAQ,06/02/2024,1100,1300,1200
Uttar Pradesh,Shahjahanpur,Jalalabad,Raddish,Raddish,FAQ,06/02/2024,300,400,350
Uttar Pradesh,Shahjahanpur,Puwaha,Wheat,Dara,FAQ,06/02/2024,2460,2660,2560
Uttar Pradesh,Shahjahanpur,Tilhar,Carrot,Carrot,FAQ,06/02/2024,670,730,700
Uttar Pradesh,Shravasti,Payagpur,Ginger(Green),Green Ginger,FAQ,06/02/2024,7500,8000,7800
Uttar Pradesh,Shravasti,Payagpur,Onion,Red,FAQ,06/02/2024,1500,1800,1600
Uttar Pradesh,Sitapur,Hargaon (Laharpur),Firewood,Other,FAQ,06/02/2024,220,260,240
Uttar Pradesh,Sitapur,Viswan,Wheat,Dara,FAQ,06/02/2024,2440,2480,2460
Uttar Pradesh,Unnao,Bangarmau,Potato,Desi,FAQ,06/02/2024,715,800,765
Uttar Pradesh,Unnao,Purwa,Potato,Desi,FAQ,06/02/2024,740,800,770
Uttar Pradesh,Unnao,Purwa,Tomato,Deshi,FAQ,06/02/2024,1700,1775,1740
Uttrakhand,Dehradoon,Rishikesh,Pumpkin,Other,FAQ,06/02/2024,1000,1800,1400
Uttrakhand,Dehradoon,Vikasnagar,Field Pea,Other,FAQ,06/02/2024,1200,1500,1500
Uttrakhand,Dehradoon,Vikasnagar,Grapes,Other,Medium,06/02/2024,2000,2800,2800
Uttrakhand,Dehradoon,Vikasnagar,Kinnow,Other,Medium,06/02/2024,1000,1200,1200
Uttrakhand,Garhwal (Pauri),Kotadwara,Carrot,Other,FAQ,06/02/2024,1200,1400,1300
Uttrakhand,Haridwar,Haridwar Union,Banana,Other,Medium,06/02/2024,1000,1200,1100
Uttrakhand,Haridwar,Haridwar Union,Cauliflower,Other,FAQ,06/02/2024,700,1000,800
Uttrakhand,Haridwar,Haridwar Union,Green Peas,Other,FAQ,06/02/2024,1500,2000,1700
Uttrakhand,Haridwar,Manglaur,Potato,Other,FAQ,06/02/2024,600,800,700
Uttrakhand,Haridwar,Roorkee,Carrot,Other,FAQ,06/02/2024,700,900,800
Uttrakhand,UdhamSinghNagar,Jaspur(UC),Raddish,Other,FAQ,06/02/2024,600,800,700
Uttrakhand,UdhamSinghNagar,Khateema,Carrot,Other,FAQ,06/02/2024,2000,2200,2100
Uttrakhand,UdhamSinghNagar,Rudrapur,Banana,Banana - Ripe,Medium,06/02/2024,2000,3000,2500
Uttrakhand,UdhamSinghNagar,Rudrapur,Cabbage,Other,FAQ,06/02/2024,600,800,700
Uttrakhand,UdhamSinghNagar,Rudrapur,Carrot,Other,FAQ,06/02/2024,800,1000,900
Uttrakhand,UdhamSinghNagar,Rudrapur,Tomato,Other,FAQ,06/02/2024,1200,1800,1500
Uttrakhand,UdhamSinghNagar,Sitarganj,Banana,Other,Medium,06/02/2024,1700,2000,1800
Uttrakhand,UdhamSinghNagar,Sitarganj,Bottle gourd,Other,FAQ,06/02/2024,2000,2500,2200
Uttrakhand,UdhamSinghNagar,Sitarganj,Green Peas,Other,FAQ,06/02/2024,2000,2500,2200
Uttrakhand,UdhamSinghNagar,Sitarganj,Potato,Other,FAQ,06/02/2024,700,1000,800
West Bengal,Bankura,Bankura Sadar,Brinjal,Round/Long,FAQ,06/02/2024,1200,1600,1400
West Bengal,Birbhum,Bolpur,Ginger(Dry),Big/Thick,FAQ,06/02/2024,10900,11100,11000
West Bengal,Birbhum,Bolpur,Green Chilli,Green Chilly,FAQ,06/02/2024,5000,5200,5100
West Bengal,Birbhum,Bolpur,Potato,Desi,FAQ,06/02/2024,1000,1040,1020
West Bengal,Birbhum,Sainthia,Brinjal,Brinjal,FAQ,06/02/2024,2400,2600,2500
West Bengal,Birbhum,Sainthia,Onion,Nasik,FAQ,06/02/2024,1550,1650,1600
West Bengal,Dakshin Dinajpur,Balurghat,Bitter gourd,Bitter Gourd,FAQ,06/02/2024,3900,4100,4000
West Bengal,Dakshin Dinajpur,Balurghat,Green Chilli,Other,FAQ,06/02/2024,5900,6100,6000
West Bengal,Dakshin Dinajpur,Balurghat,Tomato,Other,FAQ,06/02/2024,2300,2500,2400
West Bengal,Darjeeling,Darjeeling,Ginger(Green),Other,FAQ,06/02/2024,7900,8100,8000
West Bengal,Darjeeling,Karsiyang(Matigara),Carrot,Other,FAQ,06/02/2024,3500,4000,3800
West Bengal,Darjeeling,Karsiyang(Matigara),French Beans (Frasbean),Other,FAQ,06/02/2024,6000,7000,6500
West Bengal,Darjeeling,Karsiyang(Matigara),Potato,Other,FAQ,06/02/2024,1800,2000,1900
West Bengal,Darjeeling,Karsiyang(Matigara),Tomato,Other,FAQ,06/02/2024,2200,2700,2500
West Bengal,Darjeeling,Siliguri,Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,06/02/2024,9800,10200,10000
West Bengal,Jalpaiguri,Belacoba,Cabbage,Other,FAQ,06/02/2024,900,1100,1000
West Bengal,Jalpaiguri,Dhupguri,Sweet Pumpkin,Sweet Pumpkin,FAQ,06/02/2024,1400,1600,1500
West Bengal,Jalpaiguri,Jalpaiguri Sadar,Potato,Other,FAQ,06/02/2024,900,1100,1000
West Bengal,Jalpaiguri,Moynaguri,Cauliflower,Other,FAQ,06/02/2024,1100,1300,1200
West Bengal,Jalpaiguri,Moynaguri,Potato,Other,FAQ,06/02/2024,900,1100,1000
West Bengal,Medinipur(E),Kolaghat,Marigold(loose),Marigold(Loose),FAQ,06/02/2024,3500,4500,4000
West Bengal,Medinipur(E),Kolaghat,Rose(Local),Rose (Local),FAQ,06/02/2024,34000,38000,36000
West Bengal,Medinipur(W),Garbeta(Medinipur),Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,06/02/2024,14000,15000,14500
West Bengal,Medinipur(W),Garbeta(Medinipur),Potato,Local,FAQ,06/02/2024,890,910,900
West Bengal,Medinipur(W),Garbeta(Medinipur),Sweet Pumpkin,Sweet Pumpkin,FAQ,06/02/2024,1500,1650,1600
West Bengal,Medinipur(W),Ghatal,Paddy(Dhan)(Common),Common,FAQ,06/02/2024,2150,2250,2200
West Bengal,Medinipur(W),Medinipur(West),Cabbage,Cabbage,FAQ,06/02/2024,1100,1200,1150
West Bengal,Medinipur(W),Medinipur(West),Green Chilli,Green Chilly,FAQ,06/02/2024,4800,5400,5000
West Bengal,Medinipur(W),Medinipur(West),Sweet Pumpkin,Sweet Pumpkin,FAQ,06/02/2024,1600,1700,1650
West Bengal,North 24 Parganas,Barasat,Brinjal,Other,FAQ,06/02/2024,3000,3000,3000
West Bengal,North 24 Parganas,Barasat,Green Chilli,Other,FAQ,06/02/2024,4500,4500,4500
Andhra Pradesh,Kurnool,Pattikonda,Tomato,Local,FAQ,06/02/2024,1600,2100,1800
Bihar,Bhojpur,Aarah,Potato,Jyoti,FAQ,06/02/2024,1000,1100,1050
Bihar,East Champaran/ Motihari,Chakia,Potato,Jyoti,FAQ,06/02/2024,1000,1200,1100
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Apple,Apple,Medium,06/02/2024,3000,7000,5000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Cucumbar(Kheera),Other,FAQ,06/02/2024,1500,3000,2500
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Ginger(Green),Other,FAQ,06/02/2024,7000,10000,9000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Green Chilli,Other,FAQ,06/02/2024,1500,3000,2500
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Mousambi(Sweet Lime),Other,Medium,06/02/2024,3000,4500,4000
Chattisgarh,Durg,Durg,Apple,Apple,Medium,06/02/2024,13000,14000,14000
Chattisgarh,Durg,Durg,Bhindi(Ladies Finger),Bhindi,FAQ,06/02/2024,5000,5500,5500
Chattisgarh,Durg,Durg,Cauliflower,Cauliflower,FAQ,06/02/2024,1000,1200,1200
Chattisgarh,Durg,Durg,Chikoos(Sapota),Sapota,Medium,06/02/2024,4000,5000,5000
Chattisgarh,Durg,Durg,Coriander(Leaves),Coriander,FAQ,06/02/2024,2500,3000,2500
Chattisgarh,Durg,Durg,Lemon,Lemon,FAQ,06/02/2024,5000,6000,6000
Chattisgarh,Durg,Durg,Little gourd (Kundru),Little gourd (Kundru),FAQ,06/02/2024,3000,3200,3200
Chattisgarh,Durg,Durg,Raddish,Raddish,FAQ,06/02/2024,1000,1200,1200
Chattisgarh,Mahasamund,Mahasamund,Paddy(Dhan)(Common),Paddy fine,FAQ,06/02/2024,2000,2200,2200
Gujarat,Amreli,Bagasara,Corriander seed,A-1, Green,FAQ,06/02/2024,4785,5775,5240
Gujarat,Amreli,Bagasara,Wheat,Lokwan Gujrat,FAQ,06/02/2024,2225,2805,2515
Gujarat,Amreli,Damnagar,Bhindi(Ladies Finger),Bhindi,FAQ,06/02/2024,4100,4500,4350
Gujarat,Amreli,Savarkundla,Arhar (Tur/Red Gram)(Whole),Small (Whole),FAQ,06/02/2024,8375,10560,9468
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Brinjal,Other,FAQ,06/02/2024,2250,2650,2450
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Cauliflower,Other,FAQ,06/02/2024,1500,2250,1875
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Coriander(Leaves),Other,FAQ,06/02/2024,500,1250,875
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Cucumbar(Kheera),Other,FAQ,06/02/2024,4000,4850,4425
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Onion,Other,FAQ,06/02/2024,1000,1850,1425
Gujarat,Bharuch,Jambusar,Bajra(Pearl Millet/Cumbu),Other,FAQ,06/02/2024,2000,2400,2200
Gujarat,Bharuch,Jambusar(Kaavi),Castor Seed,Other,FAQ,06/02/2024,5300,5700,5500
Gujarat,Bharuch,Jambusar(Kaavi),Jowar(Sorghum),Other,FAQ,06/02/2024,3100,3500,3300
Gujarat,Dahod,Devgadhbaria,Paddy(Dhan)(Common),Common,FAQ,06/02/2024,1640,1660,1650
Gujarat,Gandhinagar,Kalol,Mustard,Other,FAQ,06/02/2024,4160,4390,4250
Gujarat,Gandhinagar,Kalol(Veg,Market,Kalol),Bottle gourd,Bottle Gourd,FAQ,06/02/2024,750,1200,1000
Gujarat,Gandhinagar,Kalol(Veg,Market,Kalol),Cucumbar(Kheera),Other,FAQ,06/02/2024,1100,1500,1300
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Carrot,Other,FAQ,06/02/2024,1200,1500,1500
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Methi(Leaves),Methi,FAQ,06/02/2024,500,1000,1000
Gujarat,Jamnagar,Dhrol,Cotton,Other,FAQ,06/02/2024,5950,7330,6640
Gujarat,Jamnagar,Dhrol,Wheat,Other,FAQ,06/02/2024,2250,2855,2555
Gujarat,Junagarh,Veraval,Soyabean,Other,FAQ,06/02/2024,3905,4355,4130
Gujarat,Junagarh,Visavadar,Arhar (Tur/Red Gram)(Whole),Other,FAQ,06/02/2024,9125,10105,9615
Gujarat,Junagarh,Visavadar,Green Gram (Moong)(Whole),Other,FAQ,06/02/2024,7625,8505,8065
Gujarat,Mehsana,Kadi,Green Gram (Moong)(Whole),Local,FAQ,06/02/2024,7950,9005,8200
Gujarat,Mehsana,Kadi,Wheat,Deshi,FAQ,06/02/2024,2350,3110,2750
Gujarat,Mehsana,Kadi(Kadi cotton Yard),Cotton,Shanker 6 (B) 30mm FIne,FAQ,06/02/2024,5755,7255,6800
Gujarat,Patan,Sami,Castor Seed,Castor seed,FAQ,06/02/2024,5500,5590,5550
Gujarat,Patan,Sami,Cummin Seed(Jeera),Cummin Seed(Jeera),FAQ,06/02/2024,25000,30000,27000
Gujarat,Patan,Sami,Mustard,Big 100 Kg,FAQ,06/02/2024,4000,4250,4200
Gujarat,Porbandar,Porbandar,Apple,Apple,Large,06/02/2024,7000,9000,8500
Gujarat,Porbandar,Porbandar,Cauliflower,African Sarson,FAQ,06/02/2024,1000,1500,1250
Gujarat,Porbandar,Porbandar,Guar,Gwar,FAQ,06/02/2024,3000,5000,4000
Gujarat,Porbandar,Porbandar,Jowar(Sorghum),Other,FAQ,06/02/2024,2200,4525,3365
Gujarat,Porbandar,Porbandar,Orange,Darjeeling,Large,06/02/2024,1500,2000,1750
Gujarat,Rajkot,Rajkot,Black Gram (Urd Beans)(Whole),Desi,FAQ,06/02/2024,6625,9760,8675
Gujarat,Rajkot,Rajkot,Castor Seed,Caster,FAQ,06/02/2024,5250,5510,5390
Gujarat,Rajkot,Rajkot,Cummin Seed(Jeera),Cummin Seed(Jeera),FAQ,06/02/2024,28000,34000,30110
Gujarat,Rajkot,Rajkot,Wheat,Lokwan,FAQ,06/02/2024,2545,2860,2810
Gujarat,Rajkot,Rajkot(Veg.Sub Yard),Cluster beans,Cluster Beans,FAQ,06/02/2024,3750,5000,4500
Gujarat,Surat,Surat,Banana - Green,Other,FAQ,06/02/2024,1000,2250,1625
Gujarat,Surat,Surat,Brinjal,Other,FAQ,06/02/2024,400,1300,850
Gujarat,Surat,Surat,Drumstick,Other,FAQ,06/02/2024,2000,5000,3500
Gujarat,Surat,Surat,Little gourd (Kundru),Other,FAQ,06/02/2024,4000,7500,5750
Gujarat,Surat,Surat,Mango (Raw-Ripe),Other,FAQ,06/02/2024,10000,11500,10750
Gujarat,Surat,Surat,Onion,Other,FAQ,06/02/2024,400,2150,1275
Gujarat,Surat,Surat,Rat Tail Radish (Mogari),Other,FAQ,06/02/2024,2000,4000,3000
Gujarat,Surendranagar,Dhragradhra,Cummin Seed(Jeera),Medium,FAQ,06/02/2024,25950,28500,27225
Gujarat,Surendranagar,Dhragradhra,Mustard,Sarson(Black),FAQ,06/02/2024,6450,6700,6575
Gujarat,Surendranagar,Dhragradhra,Soanf,Soanf,FAQ,06/02/2024,7650,7650,7650
Gujarat,Surendranagar,Limdi,Cotton,Shanker 6 (B) 30mm FIne,FAQ,06/02/2024,5585,7185,6385
Gujarat,Surendranagar,Vadhvan,Bhindi(Ladies Finger),Bhindi,FAQ,06/02/2024,3500,4000,3750
Gujarat,Surendranagar,Vadhvan,Carrot,Carrot,FAQ,06/02/2024,1000,1500,1250
Gujarat,Surendranagar,Vadhvan,Methi(Leaves),Methi,FAQ,06/02/2024,500,1000,750
Gujarat,Surendranagar,Vadhvan,Peas Wet,Peas Wet,FAQ,06/02/2024,3000,3500,3250
Gujarat,Surendranagar,Vadhvan,Tinda,Tinda,FAQ,06/02/2024,5000,6000,5500
Gujarat,Vadodara(Baroda),Padra,Cabbage,Other,FAQ,06/02/2024,800,1100,950
Gujarat,Vadodara(Baroda),Padra,Ginger(Green),Other,FAQ,06/02/2024,7500,7750,7625
Gujarat,Vadodara(Baroda),Padra,Potato,Other,FAQ,06/02/2024,1200,1500,1350
Gujarat,Vadodara(Baroda),Padra,Raddish,Other,FAQ,06/02/2024,800,900,850
Gujarat,Vadodara(Baroda),Padra,Surat Beans (Papadi),Other,FAQ,06/02/2024,2000,2500,2250
Haryana,Fatehabad,Jakhal,Carrot,Other,FAQ,06/02/2024,1000,1100,1100
Haryana,Fatehabad,Jakhal,Tomato,Other,FAQ,06/02/2024,2300,2800,2800
Haryana,Kaithal,Dhand,Apple,Other,Medium,06/02/2024,8000,8400,8300
Haryana,Kaithal,Dhand,Banana,Other,Medium,06/02/2024,3000,4000,3800
Haryana,Kurukshetra,Pehowa,Onion,Other,FAQ,06/02/2024,1230,1650,1540
Haryana,Mewat,Punhana,Green Chilli,Other,FAQ,06/02/2024,3000,3000,3000
Haryana,Mewat,Punhana,Guava,Other,Medium,06/02/2024,1500,1500,1500
Haryana,Mewat,Punhana,Tinda,Other,FAQ,06/02/2024,1500,1500,1500
Haryana,Mewat,Taura,Ginger(Green),Other,FAQ,06/02/2024,10000,10000,10000
Haryana,Panchkula,Raipur Rai,Brinjal,Other,FAQ,06/02/2024,1200,1500,1200
Haryana,Panchkula,Raipur Rai,Capsicum,Capsicum,FAQ,06/02/2024,1500,1600,1500
Haryana,Panchkula,Raipur Rai,Coriander(Leaves),Coriander,FAQ,06/02/2024,2500,3000,2500
Haryana,Panchkula,Raipur Rai,Green Chilli,Other,FAQ,06/02/2024,1500,2000,1500
Haryana,Panchkula,Raipur Rai,Onion,Other,FAQ,06/02/2024,2000,2500,2000
Haryana,Panchkula,Raipur Rai,Tomato,Other,FAQ,06/02/2024,1800,2500,1800
Haryana,Rewari,Kosli,Banana,Other,Medium,06/02/2024,1800,1800,1800
Haryana,Rewari,Kosli,Tomato,Other,FAQ,06/02/2024,1500,1500,1500
Haryana,Sonipat,Ganaur,Cabbage,Cabbage,FAQ,06/02/2024,1000,1200,1200
Haryana,Sonipat,Ganaur,Cauliflower,Other,FAQ,06/02/2024,1500,1600,1500
Haryana,Sonipat,Ganaur,Grapes,White,Medium,06/02/2024,8000,10000,9000
Haryana,Sonipat,Ganaur,Methi(Leaves),Methi,FAQ,06/02/2024,3000,4000,3500
Haryana,Sonipat,Ganaur,Onion,Onion,FAQ,06/02/2024,3000,4000,3500
Haryana,Sonipat,Ganaur,Pomegranate,Pomogranate,Medium,06/02/2024,8000,10000,9000
Haryana,Sonipat,Ganaur,Potato,Potato,FAQ,06/02/2024,800,1000,1000
Haryana,Sonipat,Ganaur,Spinach,Spinach,FAQ,06/02/2024,1500,2000,1800
Haryana,Sonipat,Ganaur,Sweet Potato,Sweet Potato,FAQ,06/02/2024,2000,2500,2200
Haryana,Yamuna Nagar,Radaur,Apple,Other,Medium,06/02/2024,6500,7000,6800
Haryana,Yamuna Nagar,Radaur,Brinjal,Other,FAQ,06/02/2024,2000,2400,2200
Haryana,Yamuna Nagar,Radaur,Grapes,Other,Medium,06/02/2024,4500,5500,5000
Haryana,Yamuna Nagar,Radaur,Green Chilli,Other,FAQ,06/02/2024,2200,3000,2500
Haryana,Yamuna Nagar,Radaur,Kinnow,Other,Medium,06/02/2024,1700,2000,1800
Haryana,Yamuna Nagar,Radaur,Onion,Other,FAQ,06/02/2024,1800,1800,1800
Haryana,Yamuna Nagar,Radaur,Peas Wet,Other,FAQ,06/02/2024,2500,3000,2800
Haryana,Yamuna Nagar,Radaur,Pumpkin,Other,FAQ,06/02/2024,1000,1500,1200
Haryana,Yamuna Nagar,Radaur,Spinach,Other,FAQ,06/02/2024,1200,1800,1500
Himachal Pradesh,Chamba,Chamba,Bhindi(Ladies Finger),Bhindi,FAQ,06/02/2024,6000,7000,6500
Himachal Pradesh,Chamba,Chamba,Onion,Other,FAQ,06/02/2024,1800,2000,1900
Himachal Pradesh,Chamba,Chamba,Peas Wet,Other,FAQ,06/02/2024,3500,4000,3750
Himachal Pradesh,Chamba,Chamba,Potato,Other,FAQ,06/02/2024,1000,1200,1100
Himachal Pradesh,Chamba,Chamba,Raddish,Other,FAQ,06/02/2024,2000,2200,2100
Himachal Pradesh,Hamirpur,Hamirpur,Ber(Zizyphus/Borehannu),Other,Medium,06/02/2024,4000,4500,4250
Himachal Pradesh,Hamirpur,Hamirpur,Bitter gourd,Other,FAQ,06/02/2024,5000,5500,5250
Himachal Pradesh,Hamirpur,Hamirpur,Guava,Other,Medium,06/02/2024,5000,5500,5250
Himachal Pradesh,Kangra,Kangra,Bitter gourd,Other,FAQ,06/02/2024,7000,7500,7250
Himachal Pradesh,Kangra,Kangra,Kinnow,Other,Medium,06/02/2024,2000,3000,2500
Himachal Pradesh,Kangra,Kangra,Onion,Other,FAQ,06/02/2024,2000,2200,2100
Himachal Pradesh,Kangra,Kangra,Orange,Other,Medium,06/02/2024,5000,8000,6500
Himachal Pradesh,Kangra,Kangra,Turnip,Other,FAQ,06/02/2024,1500,2000,1750
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Apple,Kasmir/Shimla - II,Medium,06/02/2024,14500,15500,15000
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Cabbage,Cabbage,FAQ,06/02/2024,2500,2600,2550
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),French Beans (Frasbean),French Beans (Frasbean),FAQ,06/02/2024,5200,5500,5350
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Green Chilli,Green Chilly,FAQ,06/02/2024,5400,5600,5500
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Spinach,Other,FAQ,06/02/2024,4200,4300,4250
Himachal Pradesh,Kangra,Palampur,Bhindi(Ladies Finger),Other,FAQ,06/02/2024,6500,7000,6750
Himachal Pradesh,Kangra,Palampur,Cabbage,Cabbage,FAQ,06/02/2024,2300,2500,2400
Himachal Pradesh,Kangra,Palampur,Capsicum,Capsicum,FAQ,06/02/2024,7300,7500,7400
Himachal Pradesh,Kangra,Palampur,Chikoos(Sapota),Other,Medium,06/02/2024,5800,6000,5900
Himachal Pradesh,Kangra,Palampur,Garlic,Average,FAQ,06/02/2024,32000,35000,33500
Himachal Pradesh,Kangra,Palampur,Mousambi(Sweet Lime),Other,Medium,06/02/2024,5500,5800,5650
Himachal Pradesh,Kangra,Palampur,Peas Wet,Other,FAQ,06/02/2024,3400,3500,3450
Himachal Pradesh,Kullu,Bhuntar,Bottle gourd,Other,FAQ,06/02/2024,2500,3000,2800
Himachal Pradesh,Kullu,Bhuntar,Garlic,Other,FAQ,06/02/2024,25000,30000,28000
Himachal Pradesh,Kullu,Bhuntar,Papaya,Other,Medium,06/02/2024,3000,3500,3300
Himachal Pradesh,Kullu,Bhuntar,Raddish,Other,FAQ,06/02/2024,2000,2200,2100
Himachal Pradesh,Kullu,Kullu,Bottle gourd,Other,FAQ,06/02/2024,2600,3200,3000
Himachal Pradesh,Kullu,Kullu,Tomato,Other,FAQ,06/02/2024,4200,4500,4500
Himachal Pradesh,Kullu,Kullu,Water Melon,Other,Medium,06/02/2024,3200,3500,3500
Himachal Pradesh,Mandi,Mandi(Takoli),Season Leaves,Other,FAQ,06/02/2024,1800,2000,2000
Himachal Pradesh,Shimla,Shimla,Cauliflower,Other,FAQ,06/02/2024,1200,2500,2000
Himachal Pradesh,Shimla,Shimla,Colacasia,Colacasia,FAQ,06/02/2024,4500,5200,4800
Himachal Pradesh,Shimla,Shimla,Coriander(Leaves),Coriander,FAQ,06/02/2024,4000,8000,6000
Himachal Pradesh,Shimla,Shimla,Ginger(Green),Green Ginger,FAQ,06/02/2024,10000,12000,11000
Himachal Pradesh,Sirmore,Nahan,Cabbage,Other,FAQ,06/02/2024,2000,2500,2200
